Status,Time,Card_Type,City,Amount,ID,Amount_Type,Hour
Success,2025-09-05 16:16:00,Visa,Karaj,-999999.0,32,Refund,16
Success,2025-09-03 23:59:00,Master Card,Shiraz,1387769.0,53,Payment,23
Fail,2025-09-19 21:10:00,Discover,Tabriz,-999999.0,67,Refund,21
Fail,2025-09-01 15:45:00,Discover,Tehran,0.0,4,Zero_Amount,15
Fail,2025-09-28 12:12:00,Amex,Tehran,850000.0,30,Payment,12
Fail,2025-09-15 05:56:00,Visa,Tabriz,343679.0,13,Payment,5
Fail,2025-09-08 06:30:00,Master Card,Shiraz,0.0,21,Zero_Amount,6
Success,2025-09-02 05:23:00,Amex,Karaj,300000.0,41,Payment,5
Success,2025-09-03 01:01:00,Unknown,Tabriz,250000.0,19,Payment,1
Fail,2025-09-24 03:27:00,Discover,Shiraz,914465.0,48,Payment,3
Success,2025-09-14 20:20:00,Visa,Tehran,177050.0,87,Payment,20
Success,2025-09-24 02:30:00,Amex,Tehran,5000.0,63,Payment,2
Success,2025-09-14 10:05:00,Visa,Tehran,200000.0,20,Payment,10
Success,2025-09-11 23:17:00,Visa,Isfahan,12345.0,64,Payment,23
Fail,2025-09-16 20:33:00,Master Card,Qom,250000.0,37,Payment,20
Fail,2025-09-04 18:45:00,Visa,Ahvaz,471227.0,31,Payment,18
Fail,2025-09-20 19:29:00,Visa,Tehran,177050.0,74,Payment,19
Success,2025-09-05 12:12:00,Amex,Isfahan,545116.0,18,Payment,12
Success,2025-09-22 14:11:00,Visa,Tabriz,-5000.0,20,Refund,14
Success,2025-09-21 07:08:00,Amex,Tabriz,50200.0,82,Payment,7
Success,2025-09-14 16:40:00,Visa,Ahvaz,1158713.0,11,Payment,16
Success,2025-09-23 14:11:00,Master Card,Tehran,976246.0,87,Payment,14
Success,2025-09-16 14:30:00,Visa,Ahvaz,1768588.0,44,Payment,14
Success,2025-09-18 02:37:00,Visa,Karaj,1502601.0,82,Payment,2
Success,2025-09-07 07:08:00,Visa,Tehran,100000.0,64,Payment,7
Fail,2025-09-10 19:51:00,Visa,Shiraz,177050.0,34,Payment,19
Success,2025-09-07 10:05:00,Discover,Isfahan,250000.0,88,Payment,10
Success,2025-09-01 04:04:00,Amex,Isfahan,12345.0,65,Payment,4
Success,2025-09-23 14:11:00,Visa,Tehran,205000.0,55,Payment,14
Success,2025-09-21 04:40:00,Visa,Tehran,-5000.0,74,Refund,4
Fail,2025-09-19 19:51:00,Visa,Mashhad,100.5,1,Payment,19
Success,2025-09-16 18:45:00,Discover,Tehran,1472823.0,38,Payment,18
Success,2025-09-29 02:30:00,Visa,Karaj,177050.0,9,Payment,2
Fail,2025-09-19 02:24:00,Master Card,Tehran,1427657.0,96,Payment,2
Success,2025-09-04 20:33:00,Discover,Karaj,976246.0,71,Payment,20
Fail,2025-09-29 02:37:00,Amex,Tehran,1463119.0,17,Payment,2
Success,2025-09-28 04:40:00,Discover,Tehran,100.5,100,Payment,4
Success,2025-09-18 09:45:00,Master Card,Tehran,177050.0,52,Payment,9
Success,2025-09-02 23:17:00,Discover,Tehran,100.5,18,Payment,23
Success,2025-09-01 02:30:00,Visa,Isfahan,1782689.0,63,Payment,2
Success,2025-09-15 21:23:00,Unknown,Isfahan,450000.0,33,Payment,21
Fail,2025-09-05 13:10:00,Master Card,Ahvaz,471227.0,4,Payment,13
Fail,2025-09-20 23:59:00,Master Card,Shiraz,585954.0,88,Payment,23
Fail,2025-09-11 21:23:00,Master Card,Tehran,1472823.0,75,Payment,21
Success,2025-09-10 13:10:00,Visa,Isfahan,343679.0,52,Payment,13
Fail,2025-09-02 11:11:00,Master Card,Isfahan,250000.0,9,Payment,11
Fail,2025-09-03 20:33:00,Amex,Tehran,177050.0,64,Payment,20
Success,2025-09-23 11:11:00,Master Card,Mashhad,1578078.0,30,Payment,11
Success,2025-09-23 10:05:00,Visa,Karaj,250000.0,8,Payment,10
Success,2025-09-12 17:17:00,Master Card,Tabriz,-5000.0,5,Refund,17
Success,2025-09-20 14:00:00,Master Card,Mashhad,200000.0,76,Payment,14
Success,2025-09-05 09:09:00,Discover,Tabriz,1000.0,63,Payment,9
Success,2025-09-05 01:51:00,Master Card,Ahvaz,-999999.0,1,Refund,1
Success,2025-09-06 03:27:00,Unknown,Tehran,200000.0,15,Payment,3
Success,2025-09-30 14:11:00,Unknown,Karaj,1050805.0,90,Payment,14
Success,2025-09-09 20:20:00,Master Card,Isfahan,914282.0,82,Payment,20
Success,2025-09-02 19:40:00,Visa,Tehran,555555.0,38,Payment,19
Success,2025-09-21 22:27:00,Master Card,Tehran,-5000.0,42,Refund,22
Fail,2025-09-12 06:30:00,Amex,Mashhad,-999999.0,46,Refund,6
Fail,2025-09-03 03:27:00,Discover,Qom,0.0,53,Zero_Amount,3
Fail,2025-09-20 14:11:00,Visa,Karaj,1578078.0,26,Payment,14
Fail,2025-09-26 14:11:00,Visa,Shiraz,9999999999.0,61,Payment,14
Fail,2025-09-22 02:37:00,Visa,Karaj,-5000.0,67,Refund,2
Success,2025-09-12 08:08:00,Master Card,Ahvaz,333333.0,54,Payment,8
Fail,2025-09-24 06:30:00,Discover,Qom,1427657.0,22,Payment,6
Fail,2025-09-17 14:55:00,Visa,Isfahan,650000.0,26,Payment,14
Fail,2025-09-10 04:15:00,Master Card,Tabriz,419089.0,83,Payment,4
Success,2025-09-30 17:07:00,Master Card,Tehran,471227.0,60,Payment,17
Success,2025-09-24 14:11:00,Visa,Tehran,343679.0,39,Payment,14
Success,2025-09-27 02:20:00,Visa,Isfahan,1782689.0,36,Payment,2
Fail,2025-09-14 09:09:00,Visa,Tehran,1768588.0,21,Payment,9
Success,2025-09-23 13:10:00,Master Card,Tabriz,1472823.0,41,Payment,13
Success,2025-09-17 15:45:00,Visa,Shiraz,471227.0,48,Payment,15
Success,2025-09-18 14:11:00,Amex,Tehran,1305967.0,26,Payment,14
Success,2025-09-19 02:37:00,Visa,Ahvaz,-5000.0,63,Refund,2
Fail,2025-09-17 20:20:00,Visa,Tehran,1782689.0,77,Payment,20
Success,2025-09-14 15:45:00,Discover,Tehran,1463119.0,36,Payment,15
Fail,2025-09-09 11:11:00,Visa,Tehran,0.0,24,Zero_Amount,11
Fail,2025-09-08 09:45:00,Visa,Tehran,0.0,91,Zero_Amount,9
Success,2025-09-02 01:01:00,Discover,Karaj,0.0,21,Zero_Amount,1
Success,2025-09-13 13:10:00,Discover,Tehran,1305967.0,18,Payment,13
Fail,2025-09-25 14:55:00,Master Card,Isfahan,774681.0,15,Payment,14
Success,2025-09-07 21:23:00,Visa,Karaj,1158713.0,79,Payment,21
Success,2025-09-09 03:27:00,Master Card,Tehran,976246.0,6,Payment,3
Fail,2025-09-22 13:10:00,Visa,Tehran,1782689.0,43,Payment,13
Success,2025-09-22 02:30:00,Master Card,Tehran,914282.0,31,Payment,2
Fail,2025-09-11 11:11:00,Discover,Mashhad,471227.0,28,Payment,11
Fail,2025-09-14 04:40:00,Visa,Tehran,471227.0,8,Payment,4
Success,2025-09-04 20:33:00,Visa,Tehran,0.0,29,Zero_Amount,20
Fail,2025-09-26 16:16:00,Visa,Tabriz,343679.0,21,Payment,16
Fail,2025-09-26 02:30:00,Visa,Tabriz,9999999999.0,81,Payment,2
Fail,2025-09-29 10:48:00,Unknown,Tehran,1768588.0,89,Payment,10
Fail,2025-09-13 02:37:00,Discover,Karaj,-1.0,58,Refund,2
Fail,2025-09-02 07:07:00,Unknown,Tehran,450000.0,60,Payment,7
Fail,2025-09-23 08:08:00,Discover,Tehran,-5000.0,50,Refund,8
Fail,2025-09-05 14:00:00,Master Card,Tabriz,0.0,31,Zero_Amount,14
Fail,2025-09-11 05:23:00,Master Card,Ahvaz,0.0,47,Zero_Amount,5
Success,2025-09-06 12:44:00,Unknown,Tehran,443463.0,34,Payment,12
Fail,2025-09-18 21:23:00,Master Card,Karaj,545116.0,2,Payment,21
Fail,2025-09-21 12:12:00,Master Card,Qom,0.0,67,Zero_Amount,12
Fail,2025-09-10 14:02:00,Master Card,Tehran,343679.0,95,Payment,14
Success,2025-09-04 07:32:00,Discover,Tehran,419089.0,72,Payment,7
Success,2025-09-09 17:17:00,Master Card,Tehran,123456.0,52,Payment,17
Success,2025-09-06 02:24:00,Master Card,Tehran,1768588.0,7,Payment,2
Success,2025-09-02 02:54:00,Discover,Mashhad,250000.0,76,Payment,2
Success,2025-09-17 12:34:00,Master Card,Tehran,471227.0,19,Payment,12
Fail,2025-09-05 04:40:00,Visa,Karaj,914465.0,91,Payment,4
Success,2025-09-25 18:45:00,Master Card,Tehran,5000.0,93,Payment,18
Fail,2025-09-06 21:23:00,Visa,Shiraz,1782689.0,15,Payment,21
Fail,2025-09-26 07:08:00,Discover,Tabriz,177050.0,78,Payment,7
Fail,2025-09-12 18:00:00,Discover,Tehran,443463.0,48,Payment,18
Fail,2025-09-23 11:11:00,Visa,Tabriz,5000.0,14,Payment,11
Success,2025-09-21 13:13:00,Visa,Shiraz,63489.0,3,Payment,13
Fail,2025-09-10 11:11:00,Visa,Tehran,1883871.0,50,Payment,11
Fail,2025-09-22 18:00:00,Visa,Tabriz,0.0,94,Zero_Amount,18
Success,2025-09-21 21:23:00,Master Card,Tehran,914465.0,54,Payment,21
Success,2025-09-27 02:30:00,Discover,Isfahan,250000.0,6,Payment,2
Fail,2025-09-25 02:54:00,Visa,Tabriz,-5000.0,49,Refund,2
Fail,2025-09-06 02:30:00,Master Card,Mashhad,914465.0,23,Payment,2
Success,2025-09-27 23:17:00,Visa,Isfahan,0.0,93,Zero_Amount,23
Success,2025-09-08 09:09:00,Master Card,Tehran,120000.0,78,Payment,9
Success,2025-09-02 06:06:00,Master Card,Mashhad,-5000.0,78,Refund,6
Success,2025-09-12 01:01:00,Visa,Tabriz,343679.0,20,Payment,1
Fail,2025-09-13 04:40:00,Amex,Karaj,177050.0,77,Payment,4
Fail,2025-09-25 03:00:00,Visa,Unknown,0.0,92,Zero_Amount,3
Success,2025-09-21 11:11:00,Master Card,Shiraz,976246.0,60,Payment,11
Fail,2025-09-07 19:40:00,Master Card,Tabriz,0.0,100,Zero_Amount,19
Success,2025-09-10 06:30:00,Visa,Tabriz,12345.0,45,Payment,6
Fail,2025-09-13 19:40:00,Discover,Tehran,1050805.0,61,Payment,19
Success,2025-09-17 13:10:00,Master Card,Tehran,471227.0,56,Payment,13
Fail,2025-09-26 08:59:00,Master Card,Tehran,1387769.0,2,Payment,8
Fail,2025-09-21 11:11:00,Master Card,Tehran,177050.0,45,Payment,11
Fail,2025-09-28 03:27:00,Discover,Mashhad,120000.0,40,Payment,3
Fail,2025-09-30 21:21:00,Master Card,Karaj,850000.0,24,Payment,21
Fail,2025-09-26 17:17:00,Discover,Tehran,914465.0,29,Payment,17
Fail,2025-09-14 06:30:00,Visa,Tehran,419089.0,67,Payment,6
Fail,2025-09-02 02:20:00,Amex,Isfahan,250000.0,68,Payment,2
Fail,2025-09-28 02:30:00,Amex,Tabriz,1768588.0,66,Payment,2
Fail,2025-09-22 08:08:00,Master Card,Tabriz,1.0,84,Payment,8
Success,2025-09-11 21:21:00,Visa,Tabriz,471227.0,54,Payment,21
Success,2025-09-01 20:33:00,Visa,Qom,0.0,53,Zero_Amount,20
Success,2025-09-19 11:11:00,Visa,Tehran,250000.0,79,Payment,11
Fail,2025-09-21 12:34:00,Visa,Isfahan,0.0,49,Zero_Amount,12
Success,2025-09-04 14:02:00,Amex,Tehran,120000.0,32,Payment,14
Fail,2025-09-19 20:33:00,Master Card,Tehran,1050805.0,61,Payment,20
Fail,2025-09-26 21:23:00,Visa,Qom,-5000.0,42,Refund,21
Fail,2025-09-29 21:10:00,Discover,Tehran,900000.0,1,Payment,21
Success,2025-09-21 07:08:00,Visa,Tehran,250000.0,63,Payment,7
Fail,2025-09-11 01:01:00,Amex,Karaj,0.0,35,Zero_Amount,1
Fail,2025-09-08 17:17:00,Discover,Isfahan,0.0,51,Zero_Amount,17
Success,2025-09-11 10:05:00,Visa,Tehran,1768588.0,71,Payment,10
Success,2025-09-04 11:11:00,Amex,Ahvaz,0.0,45,Zero_Amount,11
Success,2025-09-17 03:00:00,Master Card,Ahvaz,205000.0,77,Payment,3
Fail,2025-09-27 14:11:00,Amex,Unknown,471227.0,65,Payment,14
Fail,2025-09-07 02:20:00,Visa,Ahvaz,9999999999.0,14,Payment,2
Success,2025-09-08 13:10:00,Master Card,Tehran,774681.0,94,Payment,13
Fail,2025-09-03 14:00:00,Master Card,Tabriz,1387769.0,3,Payment,14
Fail,2025-09-22 21:23:00,Master Card,Mashhad,9999999999.0,24,Payment,21
Success,2025-09-02 23:59:00,Visa,Tehran,1427657.0,65,Payment,23
Fail,2025-09-23 01:51:00,Unknown,Ahvaz,1472823.0,48,Payment,1
Fail,2025-09-15 08:59:00,Master Card,Mashhad,0.0,10,Zero_Amount,8
Success,2025-09-24 19:51:00,Master Card,Tehran,343679.0,13,Payment,19
Fail,2025-09-22 09:00:00,Amex,Qom,1387769.0,73,Payment,9
Fail,2025-09-22 14:55:00,Master Card,Mashhad,177050.0,14,Payment,14
Fail,2025-09-05 07:32:00,Visa,Tehran,177050.0,10,Payment,7
Success,2025-09-24 14:30:00,Amex,Tehran,1387769.0,40,Payment,14
Success,2025-09-01 14:00:00,Visa,Tehran,650000.0,23,Payment,14
Success,2025-09-26 02:54:00,Visa,Unknown,914282.0,100,Payment,2
Fail,2025-09-04 14:02:00,Amex,Isfahan,555555.0,55,Payment,14
Fail,2025-09-15 10:48:00,Visa,Karaj,850000.0,63,Payment,10
Fail,2025-09-20 11:11:00,Discover,Shiraz,5000.0,71,Payment,11
Fail,2025-09-19 12:34:00,Master Card,Tehran,1463119.0,42,Payment,12
Fail,2025-09-03 04:04:00,Amex,Tabriz,-5000.0,100,Refund,4
Fail,2025-09-20 21:21:00,Master Card,Qom,1305967.0,66,Payment,21
Fail,2025-09-11 11:11:00,Visa,Isfahan,1782689.0,79,Payment,11
Success,2025-09-17 20:20:00,Visa,Qom,1463119.0,73,Payment,20
Success,2025-09-30 20:33:00,Visa,Tabriz,1.0,47,Payment,20
Success,2025-09-27 02:30:00,Discover,Mashhad,-5000.0,81,Refund,2
Fail,2025-09-13 11:11:00,Discover,Shiraz,-5000.0,52,Refund,11
Fail,2025-09-11 23:59:00,Master Card,Tehran,1578078.0,18,Payment,23
Fail,2025-09-02 12:34:00,Amex,Karaj,774681.0,79,Payment,12
Success,2025-09-09 21:23:00,Master Card,Karaj,63489.0,18,Payment,21
Fail,2025-09-26 21:23:00,Visa,Tehran,1578078.0,24,Payment,21
Success,2025-09-02 22:27:00,Master Card,Isfahan,452545.0,23,Payment,22
Success,2025-09-21 19:51:00,Discover,Tehran,9999999999.0,12,Payment,19
Fail,2025-09-09 05:23:00,Master Card,Mashhad,1463119.0,23,Payment,5
Fail,2025-09-09 02:37:00,Master Card,Tehran,9999999999.0,21,Payment,2
Success,2025-09-08 04:04:00,Master Card,Shiraz,0.0,64,Zero_Amount,4
Success,2025-09-17 02:30:00,Visa,Tehran,177050.0,91,Payment,2
Success,2025-09-01 04:40:00,Master Card,Isfahan,976246.0,72,Payment,4
Fail,2025-09-25 17:17:00,Master Card,Tehran,1.0,95,Payment,17
Fail,2025-09-29 11:11:00,Visa,Tehran,1305967.0,34,Payment,11
Success,2025-09-11 07:32:00,Master Card,Tehran,343679.0,2,Payment,7
Fail,2025-09-08 11:11:00,Master Card,Unknown,177050.0,69,Payment,11
Fail,2025-09-10 17:07:00,Visa,Qom,177050.0,31,Payment,17
Fail,2025-09-25 09:09:00,Master Card,Tabriz,100.5,98,Payment,9
Fail,2025-09-07 02:37:00,Discover,Tehran,50200.0,68,Payment,2
Fail,2025-09-03 23:59:00,Visa,Tehran,976246.0,70,Payment,23
Fail,2025-09-03 11:11:00,Visa,Tehran,0.0,88,Zero_Amount,11
Fail,2025-09-18 05:23:00,Master Card,Qom,-5000.0,19,Refund,5
Fail,2025-09-05 03:27:00,Discover,Tehran,-5000.0,72,Refund,3
Success,2025-09-12 08:08:00,Master Card,Tehran,-5000.0,13,Refund,8
Success,2025-09-12 10:48:00,Visa,Tehran,177050.0,65,Payment,10
Success,2025-09-19 09:09:00,Master Card,Tehran,0.0,6,Zero_Amount,9
Fail,2025-09-30 19:51:00,Master Card,Isfahan,0.0,71,Zero_Amount,19
Success,2025-09-06 22:27:00,Master Card,Tabriz,1387769.0,27,Payment,22
Fail,2025-09-02 02:37:00,Discover,Shiraz,419089.0,79,Payment,2
Fail,2025-09-12 07:32:00,Visa,Ahvaz,1502601.0,52,Payment,7
Fail,2025-09-19 09:09:00,Amex,Karaj,976246.0,99,Payment,9
Fail,2025-09-05 07:32:00,Master Card,Shiraz,1050805.0,88,Payment,7
Fail,2025-09-12 14:00:00,Visa,Tabriz,120000.0,48,Payment,14
Fail,2025-09-27 12:12:00,Master Card,Tabriz,0.0,89,Zero_Amount,12
Fail,2025-09-27 05:23:00,Amex,Karaj,1578078.0,79,Payment,5
Success,2025-09-17 03:00:00,Master Card,Ahvaz,200000.0,100,Payment,3
Success,2025-09-29 09:09:00,Amex,Tehran,555555.0,68,Payment,9
Fail,2025-09-17 19:51:00,Amex,Tehran,412308.0,44,Payment,19
Success,2025-09-10 21:23:00,Master Card,Karaj,-5000.0,17,Refund,21
Success,2025-09-25 07:08:00,Master Card,Isfahan,1463119.0,96,Payment,7
Success,2025-09-23 18:45:00,Master Card,Qom,443463.0,38,Payment,18
Fail,2025-09-17 01:01:00,Visa,Shiraz,177050.0,10,Payment,1
Fail,2025-09-15 21:10:00,Master Card,Ahvaz,452545.0,54,Payment,21
Success,2025-09-12 16:40:00,Amex,Ahvaz,-5000.0,92,Refund,16
Success,2025-09-30 12:12:00,Master Card,Tabriz,177050.0,6,Payment,12
Fail,2025-09-16 21:10:00,Discover,Qom,99999.0,6,Payment,21
Fail,2025-09-24 12:44:00,Discover,Tehran,850000.0,52,Payment,12
Success,2025-09-19 04:15:00,Discover,Karaj,0.0,15,Zero_Amount,4
Fail,2025-09-08 05:56:00,Discover,Karaj,914282.0,68,Payment,5
Success,2025-09-21 12:44:00,Master Card,Tabriz,450000.0,57,Payment,12
Fail,2025-09-17 04:15:00,Master Card,Tehran,914282.0,56,Payment,4
Success,2025-09-23 05:23:00,Discover,Tehran,419089.0,7,Payment,5
Fail,2025-09-05 22:27:00,Discover,Qom,450000.0,51,Payment,22
Success,2025-09-22 12:44:00,Visa,Tehran,850000.0,58,Payment,12
Success,2025-09-16 12:12:00,Master Card,Karaj,1768588.0,64,Payment,12
Success,2025-09-06 09:45:00,Master Card,Karaj,100.5,26,Payment,9
Fail,2025-09-08 17:07:00,Visa,Shiraz,12345.0,58,Payment,17
Fail,2025-09-25 23:59:00,Discover,Tehran,1782689.0,31,Payment,23
Fail,2025-09-18 12:12:00,Visa,Isfahan,471227.0,66,Payment,12
Fail,2025-09-25 11:11:00,Discover,Tehran,-5000.0,93,Refund,11
Fail,2025-09-12 02:37:00,Visa,Tehran,200000.0,13,Payment,2
Fail,2025-09-15 03:00:00,Visa,Tehran,1782689.0,18,Payment,3
Fail,2025-09-27 03:27:00,Amex,Isfahan,-999999.0,95,Refund,3
Success,2025-09-26 23:59:00,Discover,Qom,0.0,75,Zero_Amount,23
Fail,2025-09-09 10:05:00,Master Card,Tehran,471227.0,13,Payment,10
Fail,2025-09-13 12:44:00,Visa,Qom,177050.0,24,Payment,12
Fail,2025-09-26 19:19:00,Discover,Tabriz,-999999.0,57,Refund,19
Fail,2025-09-15 19:29:00,Discover,Tehran,914465.0,29,Payment,19
Fail,2025-09-10 21:23:00,Visa,Mashhad,0.0,56,Zero_Amount,21
Success,2025-09-16 09:45:00,Master Card,Qom,200000.0,54,Payment,9
Fail,2025-09-07 14:11:00,Visa,Tehran,200000.0,5,Payment,14
Success,2025-09-17 07:32:00,Discover,Ahvaz,250000.0,35,Payment,7
Fail,2025-09-23 19:51:00,Master Card,Isfahan,419089.0,19,Payment,19
Success,2025-09-26 23:59:00,Visa,Mashhad,1000.0,55,Payment,23
Success,2025-09-21 10:48:00,Unknown,Shiraz,471227.0,77,Payment,10
Fail,2025-09-22 10:48:00,Master Card,Tehran,545116.0,69,Payment,10
Fail,2025-09-26 16:40:00,Visa,Tehran,99999.0,44,Payment,16
Success,2025-09-07 09:45:00,Master Card,Tabriz,900000.0,78,Payment,9
Success,2025-09-14 06:30:00,Visa,Ahvaz,0.0,38,Zero_Amount,6
Fail,2025-09-15 02:30:00,Master Card,Tabriz,9999999999.0,62,Payment,2
Fail,2025-09-21 21:10:00,Master Card,Tehran,1387769.0,22,Payment,21
Fail,2025-09-07 18:12:00,Visa,Tabriz,9999999999.0,73,Payment,18
Fail,2025-09-09 14:00:00,Visa,Karaj,300000.0,40,Payment,14
Success,2025-09-19 03:00:00,Visa,Shiraz,412308.0,26,Payment,3
Fail,2025-09-16 15:45:00,Discover,Karaj,419089.0,5,Payment,15
Success,2025-09-08 13:10:00,Visa,Tabriz,774681.0,94,Payment,13
Success,2025-09-18 11:11:00,Discover,Tehran,0.0,54,Zero_Amount,11
Fail,2025-09-27 04:15:00,Discover,Mashhad,-5000.0,87,Refund,4
Fail,2025-09-23 17:17:00,Visa,Mashhad,333333.0,49,Payment,17
Success,2025-09-29 11:11:00,Discover,Tehran,0.0,3,Zero_Amount,11
Fail,2025-09-18 19:19:00,Discover,Tehran,419089.0,93,Payment,19
Fail,2025-09-30 06:06:00,Amex,Shiraz,419089.0,38,Payment,6
Fail,2025-09-20 14:00:00,Visa,Tehran,250000.0,14,Payment,14
Fail,2025-09-07 12:12:00,Visa,Qom,1387769.0,47,Payment,12
Success,2025-09-03 12:12:00,Amex,Tabriz,583952.0,14,Payment,12
Fail,2025-09-18 18:12:00,Visa,Tabriz,-5000.0,75,Refund,18
Fail,2025-09-27 10:48:00,Master Card,Qom,1463119.0,73,Payment,10
Success,2025-09-10 02:54:00,Discover,Qom,900000.0,38,Payment,2
Success,2025-09-07 10:48:00,Discover,Isfahan,1000.0,64,Payment,10
Fail,2025-09-17 19:29:00,Master Card,Tehran,100000.0,44,Payment,19
Success,2025-09-14 19:51:00,Unknown,Isfahan,343679.0,70,Payment,19
Success,2025-09-24 13:10:00,Master Card,Tabriz,1768588.0,65,Payment,13
Success,2025-09-03 11:11:00,Unknown,Tehran,-999999.0,25,Refund,11
Fail,2025-09-12 14:00:00,Amex,Tehran,343679.0,16,Payment,14
Fail,2025-09-28 14:11:00,Visa,Karaj,471227.0,15,Payment,14
Fail,2025-09-13 07:32:00,Discover,Shiraz,343679.0,99,Payment,7
Fail,2025-09-02 14:00:00,Master Card,Karaj,1463119.0,81,Payment,14
Fail,2025-09-03 00:00:00,Amex,Karaj,650000.0,3,Payment,0
Success,2025-09-05 08:59:00,Visa,Tehran,5000.0,67,Payment,8
Success,2025-09-11 14:55:00,Visa,Isfahan,177050.0,37,Payment,14
Success,2025-09-08 14:11:00,Discover,Qom,443463.0,81,Payment,14
Fail,2025-09-26 14:55:00,Discover,Tehran,1427657.0,55,Payment,14
Success,2025-09-23 02:30:00,Discover,Tehran,850000.0,38,Payment,2
Success,2025-09-23 10:05:00,Discover,Tehran,900000.0,63,Payment,10
Fail,2025-09-12 21:23:00,Master Card,Ahvaz,50200.0,1,Payment,21
Fail,2025-09-07 19:29:00,Amex,Mashhad,0.0,71,Zero_Amount,19
Fail,2025-09-15 23:59:00,Discover,Mashhad,9999999999.0,91,Payment,23
Success,2025-09-24 02:30:00,Visa,Isfahan,5000.0,19,Payment,2
Fail,2025-09-17 10:48:00,Master Card,Tabriz,1305967.0,52,Payment,10
Success,2025-09-04 22:27:00,Master Card,Mashhad,1472823.0,30,Payment,22
Fail,2025-09-29 04:04:00,Amex,Tehran,583952.0,55,Payment,4
Success,2025-09-22 18:12:00,Master Card,Unknown,63489.0,14,Payment,18
Fail,2025-09-25 14:55:00,Master Card,Isfahan,1883871.0,13,Payment,14
Success,2025-09-13 04:40:00,Amex,Tehran,1502601.0,84,Payment,4
Fail,2025-09-18 05:23:00,Unknown,Karaj,471227.0,91,Payment,5
Fail,2025-09-01 11:11:00,Master Card,Tabriz,5000.0,27,Payment,11
Success,2025-09-16 02:30:00,Discover,Tabriz,250000.0,90,Payment,2
Fail,2025-09-13 14:55:00,Discover,Unknown,914282.0,9,Payment,14
Fail,2025-09-10 02:30:00,Master Card,Ahvaz,50200.0,41,Payment,2
Success,2025-09-12 06:06:00,Master Card,Tabriz,450000.0,48,Payment,6
Success,2025-09-30 11:11:00,Master Card,Tehran,914465.0,12,Payment,11
Fail,2025-09-02 04:15:00,Visa,Karaj,1883871.0,10,Payment,4
Fail,2025-09-23 23:59:00,Amex,Tabriz,0.0,6,Zero_Amount,23
Fail,2025-09-03 04:40:00,Visa,Tabriz,1472823.0,34,Payment,4
Success,2025-09-10 18:45:00,Master Card,Karaj,100000.0,52,Payment,18
Success,2025-09-02 00:00:00,Master Card,Karaj,1578078.0,41,Payment,0
Fail,2025-09-30 14:02:00,Visa,Mashhad,0.0,83,Zero_Amount,14
Success,2025-09-27 11:11:00,Master Card,Tehran,300000.0,6,Payment,11
Fail,2025-09-23 07:08:00,Visa,Karaj,471227.0,2,Payment,7
Success,2025-09-13 18:12:00,Visa,Tehran,1883871.0,15,Payment,18
Fail,2025-09-13 23:59:00,Visa,Tehran,1427657.0,17,Payment,23
Success,2025-09-18 15:45:00,Master Card,Tabriz,555555.0,16,Payment,15
Fail,2025-09-03 07:32:00,Visa,Tehran,419089.0,28,Payment,7
Fail,2025-09-27 11:11:00,Visa,Tabriz,63489.0,85,Payment,11
Success,2025-09-07 09:45:00,Visa,Tehran,177050.0,72,Payment,9
Fail,2025-09-14 18:45:00,Discover,Tehran,471227.0,10,Payment,18
Success,2025-09-20 17:07:00,Visa,Ahvaz,1.0,10,Payment,17
Success,2025-09-29 16:16:00,Visa,Mashhad,471227.0,10,Payment,16
Success,2025-09-30 08:59:00,Master Card,Ahvaz,100000.0,73,Payment,8
Fail,2025-09-17 07:32:00,Visa,Qom,914282.0,28,Payment,7
Fail,2025-09-29 01:51:00,Visa,Tehran,-999999.0,24,Refund,1
Fail,2025-09-30 08:08:00,Visa,Mashhad,452545.0,19,Payment,8
Success,2025-09-21 18:45:00,Master Card,Qom,343679.0,98,Payment,18
Fail,2025-09-12 18:00:00,Master Card,Tabriz,1387769.0,68,Payment,18
Success,2025-09-25 19:51:00,Master Card,Tabriz,250000.0,56,Payment,19
Success,2025-09-16 19:40:00,Master Card,Tabriz,-5000.0,67,Refund,19
Success,2025-09-24 11:11:00,Master Card,Shiraz,0.0,42,Zero_Amount,11
Success,2025-09-12 19:51:00,Visa,Tehran,63489.0,12,Payment,19
Fail,2025-09-15 08:08:00,Visa,Karaj,-999999.0,18,Refund,8
Fail,2025-09-25 16:40:00,Master Card,Isfahan,-999999.0,23,Refund,16
Fail,2025-09-10 02:54:00,Visa,Isfahan,1768588.0,84,Payment,2
Success,2025-09-30 12:44:00,Visa,Ahvaz,471227.0,6,Payment,12
Fail,2025-09-25 02:24:00,Visa,Mashhad,0.0,53,Zero_Amount,2
Fail,2025-09-07 02:24:00,Master Card,Isfahan,419089.0,99,Payment,2
Fail,2025-09-20 13:13:00,Visa,Tehran,-5000.0,42,Refund,13
Success,2025-09-05 05:56:00,Discover,Isfahan,1768588.0,66,Payment,5
Fail,2025-09-01 10:48:00,Discover,Tehran,412308.0,30,Payment,10
Success,2025-09-30 10:48:00,Visa,Mashhad,-999999.0,9,Refund,10
Success,2025-09-17 21:23:00,Visa,Tabriz,555555.0,92,Payment,21
Success,2025-09-03 19:19:00,Visa,Shiraz,-5000.0,42,Refund,19
Fail,2025-09-13 08:08:00,Unknown,Tabriz,205000.0,34,Payment,8
